"","Country","Year","Gas","Unit","EU","Emissions_tot","rank","Sector","Emissions","Percentage","tot"
"288","Austria",1912,"CO2","MtCO₂e",1,51,10,"Industrial Processes and Product Use",0.48,0.9,100
"289","Austria",1912,"CO2","MtCO₂e",1,51,10,"Total excluding LULUCF",51,100,100
"290","Austria",1912,"CO2","MtCO₂e",1,51,10,"Agriculture",0.06,0.1,100
"291","Austria",1913,"CO2","MtCO₂e",1,60,9,"Waste",0.03,0,100
"292","Austria",1913,"CO2","MtCO₂e",1,60,9,"Energy",59.4,99,100
"293","Austria",1913,"CO2","MtCO₂e",1,60,9,"Industrial Processes and Product Use",0.48,0.8,100
"294","Austria",1913,"CO2","MtCO₂e",1,60,9,"Total excluding LULUCF",60,100,100
"295","Austria",1913,"CO2","MtCO₂e",1,60,9,"Agriculture",0.07,0.1,100
"296","Austria",1914,"CO2","MtCO₂e",1,49,9,"Waste",0.03,0.1,100
"297","Austria",1914,"CO2","MtCO₂e",1,49,9,"Energy",48.4,98.8,100
"298","Austria",1914,"CO2","MtCO₂e",1,49,9,"Agriculture",0.06,0.1,100
"299","Austria",1914,"CO2","MtCO₂e",1,49,9,"Total excluding LULUCF",49,100,100
"300","Austria",1914,"CO2","MtCO₂e",1,49,9,"Industrial Processes and Product Use",0.49,1,100
"301","Belgium",1850,"CO2","MtCO₂e",1,9.8,5,"Industrial Processes and Product Use",0.7,7.1,100
"302","Belgium",1850,"CO2","MtCO₂e",1,9.8,5,"Energy",9.07,92.6,100
"303","Belgium",1850,"CO2","MtCO₂e",1,9.8,5,"Total excluding LULUCF",9.8,100,100
"304","Belgium",1850,"CO2","MtCO₂e",1,9.8,5,"Waste",0.01,0.1,100
"305","Belgium",1850,"CO2","MtCO₂e",1,9.8,5,"Agriculture",0.04,0.4,100
"306","Belgium",1851,"CO2","MtCO₂e",1,10.7,5,"Energy",9.88,92.3,100
"307","Belgium",1851,"CO2","MtCO₂e",1,10.7,5,"Waste",0.01,0.1,100
"308","Belgium",1851,"CO2","MtCO₂e",1,10.7,5,"Industrial Processes and Product Use",0.76,7.1,100
"309","Belgium",1851,"CO2","MtCO₂e",1,10.7,5,"Agriculture",0.04,0.4,100
"310","Belgium",1851,"CO2","MtCO₂e",1,10.7,5,"Total excluding LULUCF",10.7,100,100
"311","Belgium",1852,"CO2","MtCO₂e",1,12,5,"Waste",0.01,0.1,100
"312","Belgium",1852,"CO2","MtCO₂e",1,12,5,"Energy",11.1,92.5,100
"313","Belgium",1852,"CO2","MtCO₂e",1,12,5,"Agriculture",0.04,0.3,100
"314","Belgium",1852,"CO2","MtCO₂e",1,12,5,"Total excluding LULUCF",12,100,100
"315","Belgium",1852,"CO2","MtCO₂e",1,12,5,"Industrial Processes and Product Use",0.85,7.1,100
"316","Belgium",1853,"CO2","MtCO₂e",1,12.4,5,"Agriculture",0.04,0.3,100
"317","Belgium",1853,"CO2","MtCO₂e",1,12.4,5,"Industrial Processes and Product Use",0.88,7.1,100
"318","Belgium",1853,"CO2","MtCO₂e",1,12.4,5,"Energy",11.5,92.7,100
"319","Belgium",1853,"CO2","MtCO₂e",1,12.4,5,"Total excluding LULUCF",12.4,100,100
"320","Belgium",1853,"CO2","MtCO₂e",1,12.4,5,"Waste",0.01,0.1,100
"321","Belgium",1854,"CO2","MtCO₂e",1,13.7,5,"Energy",12.7,92.7,100
"322","Belgium",1854,"CO2","MtCO₂e",1,13.7,5,"Industrial Processes and Product Use",0.98,7.2,100
"323","Belgium",1854,"CO2","MtCO₂e",1,13.7,5,"Waste",0.01,0.1,100
"324","Belgium",1854,"CO2","MtCO₂e",1,13.7,5,"Agriculture",0.05,0.4,100
"325","Belgium",1854,"CO2","MtCO₂e",1,13.7,5,"Total excluding LULUCF",13.7,100,100
"326","Belgium",1855,"CO2","MtCO₂e",1,14.1,5,"Industrial Processes and Product Use",1,7.1,100
"327","Belgium",1855,"CO2","MtCO₂e",1,14.1,5,"Energy",13,92.2,100
"328","Belgium",1855,"CO2","MtCO₂e",1,14.1,5,"Total excluding LULUCF",14.1,100,100
"329","Belgium",1855,"CO2","MtCO₂e",1,14.1,5,"Waste",0.01,0.1,100
"330","Belgium",1855,"CO2","MtCO₂e",1,14.1,5,"Agriculture",0.05,0.4,100
"331","Belgium",1856,"CO2","MtCO₂e",1,13.9,5,"Industrial Processes and Product Use",0.99,7.1,100
"332","Belgium",1856,"CO2","MtCO₂e",1,13.9,5,"Waste",0.01,0.1,100
"333","Belgium",1856,"CO2","MtCO₂e",1,13.9,5,"Energy",12.8,92.1,100
"334","Belgium",1856,"CO2","MtCO₂e",1,13.9,5,"Agriculture",0.05,0.4,100
"335","Belgium",1856,"CO2","MtCO₂e",1,13.9,5,"Total excluding LULUCF",13.9,100,100
"336","Belgium",1857,"CO2","MtCO₂e",1,14.5,5,"Agriculture",0.05,0.3,100
"337","Belgium",1857,"CO2","MtCO₂e",1,14.5,5,"Industrial Processes and Product Use",1.03,7.1,100
"338","Belgium",1857,"CO2","MtCO₂e",1,14.5,5,"Total excluding LULUCF",14.5,100,100
"339","Belgium",1857,"CO2","MtCO₂e",1,14.5,5,"Waste",0.01,0.1,100
"340","Belgium",1857,"CO2","MtCO₂e",1,14.5,5,"Energy",13.4,92.4,100
"341","Belgium",1858,"CO2","MtCO₂e",1,15.2,5,"Industrial Processes and Product Use",1.08,7.1,100
"342","Belgium",1858,"CO2","MtCO₂e",1,15.2,5,"Waste",0.01,0.1,100
"343","Belgium",1858,"CO2","MtCO₂e",1,15.2,5,"Agriculture",0.05,0.3,100
